"date","asplanchna","asterionella","brachionus","diatom_chain","dinobryon","eudiaptomus","kellikottia","keratella_quadrata","nauplius","polyarthra","rotifers","synchaeta","ceratium","cyclops","fragilaria","keratella_cochlearis","paradileptus","bosmina","daphnia","trichocerca","conochilus","diaphanosoma","uroglena","leptodora","chaoborus","aphanizomenon","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","diatom","ciliate","mean_temp","cv_temp_day","cv_temp_depth","mean_condF","cv_condF_day","cv_condF_depth","mean_o2","cv_o2_day","cv_o2_depth","mean_o2ppm","cv_o2ppm_day","cv_o2ppm_depth","mean_ph","cv_ph_day","cv_ph_depth","mean_chla","cv_chla_day","cv_chla_depth","mean_turb","cv_turb_day","cv_turb_depth","mean_phycoer","cv_phycoer_day","cv_phycoer_depth","mean_par","cv_par_day","cv_par_depth","mean_phy","cv_phy_day","cv_phy_depth","mean_cloud_cover","mean_global_radiation","atmospheric_pressure_max","atmospheric_pressure_min","atmospheric_pressure_mean","temp_max","temp_min","temp_mean","precipitation_tot","rel_air_humidity_max","rel_air_humidity_min","rel_air_humidity_mean","sunshine_duration","windspeed_mean","windspeed_max","wind_direction_mean","mean_global_radiation_GR","atmospheric_pressure_max_GR","atmospheric_pressure_min_GR","atmospheric_pressure_mean_GR","temp_max_GR","temp_min_GR","temp_mean_GR","precipitation_tot_GR","rel_air_humidity_max_GR","rel_air_humidity_min_GR","rel_air_humidity_mean_GR","windspeed_mean_GR","windspeed_max_GR","wind_direction_mean_GR","sample","Nitrat","Nitrit","Ammonium","oP","TP","TN","TOC","mean_thermocline_depth","cv_thermo","mean_schmidt","cv_schmidt","mean_epi_temp","cv_epi_temp","mean_mixed_layer_depth","cv_mixed_layer_depth","ml_irradiance","mean_oxycline_depth","cv_oxycline_depth"
2019-06-05,0.0106944444444444,0.185138888888889,0.00118055555555556,0.00041666666666666,0.812291666666667,0.00736111111111111,0.00423611111111111,0.005,0.0298611111111111,0.00013888888888888,0.0365277777777778,0.0354861111111111,0.00256944444444444,0.0106944444444444,0.0142361111111111,0.00354166666666667,0.00069444444444444,6.94444444444446e-05,0.0230555555555556,0.00055555555555555,0.00083333333333333,0.00048611111111111,0.00930555555555555,0.00055555555555555,6.94444444444446e-05,0.00034722222222222,0.153409090909091,0.0699242424242424,0.113787878787879,0.0425757575757576,0.0334090909090909,0.0256818181818182,0.014469696969697,0.00257575757575758,0.0117424242424242,0.00643939393939394,16.3066959900757,0.039416516825129,0.21575906762151,0.410161351175534,0.0155979771528121,0.0730713660372216,124.252182373212,0.0317007845042254,0.121837947091498,12.1911037537782,0.0294287339244295,0.128028174551029,8.39686932797399,0.010307580122863,0.0093027670628087,10.4291234506468,0.14635199725161,0.388366938884099,0.814242965585435,0.153771265439188,0.303843904244146,0.801340699597056,0.270463615578289,0.816937485145552,66.6460223974433,1.13426548175078,0.351450702938766,NA,NA,NA,50,318,946.2,939.4,943.1,29.3,16.9,23.4,0,74.1,27.8,46.7,10.8,2.5,5.5,117,291.229166666667,960.5,952.4,956.371527777778,29.8,15.4,23.5548611111111,0,84,30,53.1736111111111,3.69652777777778,14.8,182.513888888889,"three",1.972,NA,9.1,1,12.4,2.295,NA,7.64489670935911,0.353046191680711,767.852970496555,0.0964890861545726,17.9664599719393,0.155558667200461,2.78125,0.0492311438074236,92.6659456057,13.3975,0.0670507116196141
2019-06-06,0.0114583333333333,0.050625,0.00104166666666667,0.00513888888888889,0.847152777777778,0.0143055555555556,0.00423611111111111,0.00527777777777778,0.0240972222222222,0.00020833333333333,0.0534722222222222,0.0333333333333333,0.00486111111111111,0.0218055555555556,0.00777777777777777,0.00243055555555556,0.00111111111111111,0.00020833333333333,0.0180555555555556,0.00458333333333333,0.00201388888888889,0.00125,0.0229166666666667,0.00784722222222222,0.00138888888888889,0.00215277777777778,0.178712121212121,0.0673484848484849,0.106666666666667,0.0425,0.0263636363636364,0.0154545454545455,0.00765151515151516,0.00143939393939394,0.0135606060606061,0.00560606060606061,15.4550456423149,0.0790692450637396,0.159983618396414,0.403347622251799,0.0237830268510558,0.0464517432091943,119.439041950113,0.0279199057716653,0.104095073144549,11.90242635315,0.0248870031568575,0.107848086286937,8.36199989894508,0.00713691405601016,0.0123453061182002,9.57365651188011,0.0523127071363789,0.211982213557995,0.67675280981958,0.106512118760972,0.261909146416498,0.723458247066943,0.165276219387248,0.552562978858799,9.90065335896677,1.73882839267782,-0.891077313646018,NA,NA,NA,88,118,951.7,944.9,949.9,16.1,10.3,12.7,0,90.4,58.6,71.8,1.1,2.9,6.2,305,117.569444444444,965.7,960.6,964.166666666667,16.1,12,13.7222222222222,0,92,59,73.7430555555556,3.39236111111111,7.1,272.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,9.49058731278988,0.306181420914604,597.033362444418,0.157359627067647,15.6387537106121,0.0996565675637888,3.165,0.267981636044304,17.0615392554396,13.2925,0.156134591888274
2019-06-07,0.0152083333333333,0.0199305555555556,0.00138888888888889,0.00013888888888888,0.746111111111111,0.0075,0.00486111111111111,0.00506944444444445,0.0270138888888889,0.00013888888888888,0.0715277777777778,0.0274305555555556,0.00166666666666667,0.0127083333333333,0.00965277777777778,0.00388888888888889,0.00118055555555556,0,0.0136805555555556,0.000625,0.00166666666666667,0.00013888888888888,0.0172222222222222,0.00020833333333333,0,0.00041666666666666,0.175579710144928,0.0828985507246377,0.115797101449275,0.047536231884058,0.0213768115942029,0.013768115942029,0.00630434782608695,0.00188405797101449,0.0161594202898551,0.00760869565217391,15.3294221339886,0.0636077339616711,0.164315196550527,0.402607039380893,0.0179379489561626,0.0455908697020723,114.343457834425,0.0368102163904436,0.123423489375422,11.4047276785714,0.0252587167317253,0.109206782002135,8.36199732845603,0.00497647055443746,0.0144173458565376,9.56071686286017,0.0776834503225862,0.304933298766801,0.836654626287135,0.550360046756635,0.995442572756539,0.83523022284031,0.314090998793887,2.83129207001365,55.3838393676561,1.14498066944495,0.401886071612835,NA,NA,NA,42,301,955.7,944.1,949.2,26.4,8.8,15.5,0,93.7,31.3,69.6,8.2,2.8,6.5,311,281.496503496504,971.2,957.4,963.459440559441,26.2,10.4,16.3608391608392,0,96,33,70.8321678321678,3.5972027972028,12,251.181818181818,NA,NA,NA,NA,NA,NA,NA,NA,11.0141829632049,0.113795062296911,584.924646594572,0.157813045099555,14.5824955474617,0.0631469355362884,3.259375,0.119622351500802,68.5454334112155,12.93625,0.0745233753406609
2019-06-08,0.0145138888888889,0.008125,0.00194444444444445,0.00013888888888888,0.800486111111111,0.00951388888888889,0.00388888888888889,0.0125,0.0231944444444444,0,0.105625,0.0160416666666667,0.00305555555555556,0.0125,0.009375,0.00548611111111111,0.00055555555555555,6.94444444444446e-05,0.0261805555555555,0.00076388888888889,0.00069444444444444,0.00055555555555555,0.11375,0.00034722222222222,0,0.00027777777777777,0.144393939393939,0.061439393939394,0.0932575757575758,0.0473484848484848,0.0203030303030303,0.00984848484848486,0.00674242424242424,0.00143939393939394,0.0114393939393939,0.00734848484848485,16.6260448440817,0.0116144651406609,0.139313448339256,0.414142369340265,0.00427255026329663,0.0424466136821673,113.324780369588,0.0311070266516515,0.0626243978364842,11.0171744250874,0.0285103468225889,0.0597054440030933,8.39924854603813,0.00304206296834041,0.00838637819020083,8.25668106464876,0.077481092851391,0.223987890388861,0.523394165198229,0.232558217876496,1.73478399857468,0.543392264907596,0.45174393467094,13.8315928985198,44.9848057750055,1.3427718211551,-0.0181168067313748,NA,NA,NA,17,346,959.8,955.9,958.5,21.9,12.4,16.7,0,68.3,26.1,45,11.8,3.1,4.8,253,272.361111111111,974.1,971.3,972.672916666667,22,13.2,17.3493055555556,0,72,26,48.6666666666667,2.54861111111111,8.3,202.416666666667,NA,NA,NA,NA,NA,NA,NA,NA,10.0364619390516,0.308567056661137,670.826536998814,0.0567132962546291,16.5202578786968,0.089171351014522,4.686875,0.174303962809211,55.5711925831941,13.18875,0.159190729400829
2019-06-09,0.0120138888888889,0.00569444444444444,0.00194444444444445,0,0.526527777777778,0.00763888888888889,0.00326388888888889,0.0118055555555556,0.01875,0.00013888888888888,0.123333333333333,0.0102777777777778,0.00430555555555555,0.00916666666666667,0.00548611111111111,0.00645833333333334,0.00048611111111111,0.00013888888888888,0.0158333333333333,0.00055555555555555,0.00104166666666667,0.00027777777777777,0.0398611111111111,0.00020833333333333,0,0.00048611111111111,0.179772727272727,0.0681818181818182,0.0951515151515152,0.0442424242424242,0.0176515151515151,0.00962121212121212,0.00833333333333333,0.00159090909090909,0.0108333333333333,0.00636363636363637,16.5930114288673,0.0201145683746438,0.162261910109015,0.413039740279915,0.00590708043658597,0.0513286596021347,111.765055627885,0.0329667791377851,0.0926499513530264,10.8628237661262,0.0292568823109397,0.0775539779359637,8.36865461297195,0.00323463842079784,0.0130502174319049,8.1622905965203,0.0822681132138739,0.142122881295397,0.545449365309504,0.0584151885350809,0.62745495356816,0.629032466859983,0.320712162207611,2.31668094768921,15.9206332679163,1.37177409796003,0.419711691278638,NA,NA,NA,100,94,958.7,952.6,956.4,15.4,9.9,13.4,2.3,95.8,53.4,77,1.2,1.3,2.9,37,114.517482517483,972.8,966.4,969.877622377622,17.8,10.8,14.7986013986014,0,100,57,80.1118881118881,2.03496503496504,5.2,222.055944055944,NA,NA,NA,NA,NA,NA,NA,NA,9.07737766452402,0.346845525214511,697.274597661219,0.0289373669390679,16.7913706065771,0.0997984105491514,3.555625,0.158375938388585,25.937580233899,12.4425,0.0530522648861534
2019-06-10,0.0145138888888889,0.00375,0.00208333333333333,0.000625,0.425277777777778,0.00736111111111111,0.00381944444444444,0.00847222222222222,0.0246527777777778,6.94444444444446e-05,0.11875,0.00479166666666666,0.00611111111111111,0.0175,0.00361111111111111,0.00527777777777778,0.00055555555555555,0.00034722222222222,0.0145833333333333,0.00083333333333333,0.00069444444444444,0.00013888888888888,0.0729166666666667,0.00013888888888888,6.94444444444446e-05,0.00055555555555555,0.189420289855072,0.0673913043478261,0.0908695652173913,0.037536231884058,0.0114492753623188,0.00724637681159421,0.00507246376811594,0.00079710144927536,0.00876811594202899,0.00601449275362319,16.5267591371546,0.0236824813930077,0.139669056636075,0.413736456574414,0.00849168025408132,0.0407756663987069,111.605060751158,0.021980508489472,0.0802031222511935,10.8660786196648,0.0186064221967449,0.0651709520995481,8.36821450374062,0.00259485565396213,0.011281716021016,8.83303305301759,0.0555179825279781,0.161533905608178,0.578596135244259,0.0182813737625503,0.301073715605737,0.849886649304037,0.0797790684993523,0.456744217105069,6.24761841557229,2.6524556122636,0.54269831825618,NA,NA,NA,100,81,953.3,948.4,950.5,17,11.9,13.9,39.3,97.5,80.7,94.3,0.9,1.3,2.6,219,68.8611111111111,967.2,962.2,964.055555555556,17.2,12.5,14.9152777777778,7.7,100,78,95,2.48125,7.3,185.277777777778,NA,NA,NA,NA,NA,NA,NA,NA,10.9029039254013,0.110382778871869,669.657887407781,0.0356758977259082,15.558551465978,0.0353873720071831,3.5825,0.191282192954212,NA,11.7975,0.0572099054200817
2019-06-11,0.0106944444444444,0.00208333333333333,0.00354166666666667,0,0.286041666666667,0.005,0.00354166666666667,0.00597222222222222,0.0254166666666667,0,0.0908333333333333,0.00472222222222222,0.00298611111111111,0.00972222222222222,0.00604166666666667,0.00361111111111111,0.00034722222222222,0.00020833333333333,0.01,0.00055555555555555,0.00083333333333333,0.00027777777777777,0.0595138888888889,6.94444444444446e-05,0,0.00069444444444444,0.184202898550725,0.0638405797101449,0.0907971014492754,0.0418840579710145,0.0167391304347826,0.0077536231884058,0.00702898550724638,0.00217391304347826,0.0118840579710145,0.00739130434782609,16.3394064891159,0.0349584344095314,0.144452452565944,0.410023353311293,0.0107486067582515,0.0367773260406475,107.470121517146,0.0350050469668762,0.0835897810457528,10.4966016701052,0.0285026581654889,0.0656130612412961,8.36785379307852,0.00394414416605191,0.0144355927045374,8.21296121900485,0.0422686447747245,0.182555563404696,0.580468380330291,0.0488704970652373,0.321904168590323,0.901330873829936,0.0857530155404212,0.545020984525597,13.2032080833947,1.32306819716842,0.415495596234151,NA,NA,NA,75,87,949.8,945.7,946.9,15.5,9.2,13,8.8,96.7,77.7,88.2,0.9,1.5,2.7,333,127.706293706294,963.2,958.4,960.358041958042,16.2,11.6,14.6013986013986,0,96,76,85.7622377622378,2.72867132867133,6.9,264.202797202797,NA,NA,NA,NA,NA,NA,NA,NA,10.6732125968839,0.193008162944798,635.793412410223,0.0581545159748376,15.5375354475102,0.0392533956792475,4.115,0.267166328297225,16.2171728272537,12.0975,0.105945970107483
2019-06-12,0.0133333333333333,0.00159722222222222,0.00506944444444445,0.00013888888888888,0.235208333333333,0.00611111111111111,0.00458333333333333,0.00701388888888889,0.0265972222222222,0,0.104791666666667,0.00284722222222222,0.00215277777777778,0.0118055555555556,0.0236111111111111,0.00451388888888889,0.00076388888888889,0.00013888888888888,0.00840277777777778,0.00076388888888888,0.00166666666666667,0.00020833333333333,0.076875,0.00020833333333333,0,0.00076388888888888,0.165,0.0690277777777778,0.107291666666667,0.0491666666666667,0.0213888888888889,0.0104166666666667,0.00951388888888889,0.00222222222222222,0.0143055555555556,0.00868055555555556,16.3775945968484,0.015879473583182,0.135564250052512,0.407013014435243,0.00293178680751272,0.0366373891481094,106.045030768346,0.0246274696935726,0.0978048744198166,10.3435859500805,0.0229208324357968,0.0715656410375409,8.3706682137106,0.00212193061852186,0.0149740715335682,8.29253634690591,0.0381431042759069,0.184294082820199,0.599590205889119,0.0181381281921391,0.285676193916223,0.879492207269381,0.104724309984713,0.571272003959703,28.0714697124454,1.42781657523457,0.223274378860702,NA,NA,NA,83,255,950.3,944.2,947.6,20.1,10.6,14.6,7.3,95.9,40.9,75.9,5.9,2.2,4.3,245,240.673611111111,964.5,958,961.840972222222,19.2,12,15.4708333333333,0,99,50,77.8194444444444,2.08472222222222,5.7,210.548611111111,NA,NA,NA,NA,NA,NA,NA,NA,10.7743592051371,0.123346642234581,644.858657266859,0.0385670686593785,15.4844554204021,0.0470065263144079,3.75666666666667,0.177426793255723,49.2008420566327,11.7266666666667,0.0665842703493901
2019-06-13,0.0113888888888889,0.00340277777777778,0.006875,0,0.329375,0.00541666666666666,0.00486111111111111,0.0107638888888889,0.0331944444444444,6.94444444444446e-05,0.0898611111111111,0.00409722222222222,0.00145833333333333,0.0108333333333333,0.0590277777777778,0.00694444444444445,0.00034722222222222,6.94444444444446e-05,0.0116666666666667,0.00104166666666667,0.001875,0.00027777777777777,0.142986111111111,0.00020833333333333,0,0.00180555555555556,0.205942028985507,0.105507246376812,0.137173913043478,0.062536231884058,0.0347101449275362,0.0128985507246377,0.0159420289855073,0.00318840579710145,0.0153623188405797,0.00956521739130436,16.8375301197277,0.0193830303229312,0.1369312080315,0.409548962308569,0.00492642929626804,0.0355654301740105,129.618627256509,0.0209430046397263,0.102865671753824,12.5169967752872,0.0177648006606857,0.0736164689956069,8.48014068952761,0.00252098623316533,0.0155857595390746,8.7627417181436,0.025947992140137,0.200012612305417,0.5878782475515,0.18769714817866,0.847116266419594,1.11726508512463,0.220950025736824,1.1304683939741,54.4659268232593,0.981914506476402,0.0535961151973086,NA,NA,NA,46,298,952.2,950.3,951.1,22.9,12.1,17.4,0,88.2,35.6,59,11.4,1.5,2.8,315,297.531468531469,966,964,964.897902097902,23.5,13.6,18.0629370629371,0,92,36,67.6923076923077,1.40629370629371,7,169.27972027972,"three",1.9,30.1,12.4,0.5,19.1,2.271,NA,10.7942776406221,0.116102654017334,698.839526907756,0.0405271949570588,15.9063922509652,0.0468703811854777,3.675,0.122259869085792,70.1107051222587,12.654,0.034603275144226
2019-06-14,0.0159027777777778,0.00201388888888889,0.00472222222222222,0.00013888888888888,0.353263888888889,0.00590277777777778,0.00423611111111111,0.00958333333333333,0.0315277777777778,0.00020833333333333,0.0731944444444445,0.00347222222222222,0.00111111111111111,0.0135416666666667,0.0411805555555556,0.00479166666666667,0.00083333333333333,0.00013888888888888,0.0147222222222222,0.00138888888888889,0.00256944444444444,0.00027777777777777,0.117986111111111,0.00034722222222222,0,0.00069444444444444,0.201212121212121,0.106060606060606,0.156969696969697,0.0603030303030303,0.0302272727272727,0.0138636363636364,0.0161363636363636,0.00340909090909091,0.0150757575757576,0.0100757575757576,17.113162914769,0.0150243751369235,0.150153627707622,0.410324943039266,0.00346319822782732,0.0392517501586362,131.439995200958,0.0417673564317404,0.117846430285579,12.6110768676227,0.0426314568791371,0.0822747874612187,8.463988662621,0.00290023644201547,0.0160785200741871,9.39496211110414,0.0615232062765939,0.184984130984617,0.67971284560474,0.0865330743883144,0.357267129859937,1.09822919441149,0.244875918559822,0.634058958589785,24.6785279172632,1.42386133753579,0.373913414723691,NA,NA,NA,71,266,953.8,945.3,950,25.5,12.8,20.3,0,82.9,34.2,58.1,7.9,2.6,4.9,77,255.666666666667,967.3,958.2,963.152083333333,25.8,12.8,21.0263888888889,0,96,40,64.7986111111111,2.91875,12,177.909722222222,NA,NA,NA,NA,NA,NA,NA,NA,11.0505037028462,0.177681576919988,742.702465722837,0.043518411416156,16.1238817875405,0.0783558092769208,3.456875,0.180578215627563,63.3866340251108,12.5875,0.0570065783647887
2019-06-15,0.0104166666666667,0.00173611111111111,0.00333333333333333,0,0.298472222222222,0.00701388888888889,0.00430555555555556,0.00701388888888889,0.0320833333333333,0,0.0616666666666667,0.00291666666666667,0.00111111111111111,0.0102777777777778,0.0210416666666667,0.0025,0.00083333333333333,0.00020833333333333,0.0144444444444444,0.00083333333333333,0.00173611111111111,0.00055555555555555,0.114166666666667,0.00013888888888888,0,0.00055555555555555,0.227619047619048,0.109047619047619,0.162698412698413,0.0496031746031746,0.0236507936507937,0.0152380952380952,0.0149206349206349,0.00333333333333333,0.0130952380952381,0.00777777777777778,17.0945677254123,0.0656857711348876,0.175929095397039,0.412236370413444,0.0159537907663318,0.0408502893367762,132.621594068123,0.0824765738206041,0.126264698951846,12.7025548183756,0.0670914974432105,0.0996688417567379,8.42193528170607,0.00901751827543244,0.0174459684723822,9.62883643512518,0.11236894090014,0.249982136080599,0.712711026112833,0.102825930715967,0.720217383449133,1.10762862082984,0.311442885553056,1.1376130812213,38.2489002339748,1.24467764766014,0.607678608665261,NA,NA,NA,75,259,956.2,944.9,952,24.1,12.6,18.1,26.2,95.4,36.5,70.4,7.1,2.8,6.6,254,263.72027972028,970.4,961.2,966.527272727273,24.4,14.1,18.3713286713287,0,97,41,75.1678321678322,3.35664335664336,12.5,235.664335664336,NA,NA,NA,NA,NA,NA,NA,NA,10.1746682974302,0.323559878036844,760.326319421726,0.0908670033908848,16.7931365407425,0.0946483677131495,3.95,0.172976740744975,67.606750811639,12.5771428571429,0.151886178762514
2019-06-16,0.0118055555555556,0.00166666666666667,0.00298611111111111,0,0.292777777777778,0.00576388888888889,0.00486111111111111,0.00881944444444444,0.0454166666666667,0.00020833333333333,0.0704166666666667,0.00430555555555555,0.00048611111111111,0.0104166666666667,0.02625,0.00236111111111111,0.00138888888888889,0.00020833333333333,0.0213888888888889,0.00104166666666667,0.00451388888888889,0.00020833333333333,0.150694444444444,0.00034722222222222,6.94444444444446e-05,0.00048611111111111,0.231083333333333,0.115,0.172,0.049,0.0174166666666667,0.0131666666666667,0.0163333333333333,0.00366666666666667,0.01325,0.00816666666666667,18.312231884058,NA,0.0830178022770639,0.416560869565217,NA,0.0157937281479671,130.802898550725,NA,0.0312407631393403,12.2939130434783,NA,0.054501945532315,8.47915942028986,NA,0.00228522386717445,10.2295652173913,NA,0.143448925611546,0.67695652173913,NA,0.273959876068375,1.29507246376812,NA,0.3237829352402,-0.521801449275362,NA,-4.20408586247288,NA,NA,NA,83,178,958,955.8,956.8,20.4,12.6,15.7,0.2,95.3,55,78.8,3.5,1.6,2.8,37,241.222222222222,972,969.4,970.688888888889,21.2,13.9,17.1104166666667,0.1,96,55,77.9930555555556,1.82083333333333,4.5,206.180555555556,NA,NA,NA,NA,NA,NA,NA,NA,12.2360135724943,NA,798.458231295115,NA,16.2309674508728,NA,4.55,NA,NA,13.51,NA
2019-06-17,0.00965277777777778,0.00118055555555556,0.00173611111111111,0,0.26375,0.00416666666666667,0.00458333333333334,0.00513888888888889,0.0506944444444444,0.00020833333333333,0.0684027777777778,0.00395833333333333,0.00020833333333333,0.0129166666666667,0.0267361111111111,0.00097222222222222,0.00208333333333334,0,0.00652777777777778,0.00118055555555556,0.00381944444444445,0.00027777777777777,0.158125,0,0,0.00027777777777777,0.232152777777778,0.117708333333333,0.1575,0.0440277777777778,0.0208333333333333,0.0109027777777778,0.0115277777777778,0.00423611111111111,0.0141666666666667,0.00784722222222223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,325,955.8,952.2,953.8,24.8,11.8,18.4,0,94.1,50.8,73.7,11.1,2.4,3.6,47,303.832167832168,969.4,965.5,967.18041958042,24.8,13.9,19.3629370629371,0,97,53,76.4965034965035,2.34965034965035,6,107.538461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-18,0.00958333333333333,0.00166666666666667,0.00180555555555556,0,0.6175,0.00888888888888889,0.00680555555555556,0.00618055555555556,0.0513194444444444,0.00013888888888888,0.0889583333333333,0.00416666666666666,0.00104166666666667,0.0192361111111111,0.0575,0.00256944444444444,0.00291666666666667,0.00027777777777777,0.0186111111111111,0.00152777777777778,0.00590277777777778,0.00076388888888889,0.340069444444445,0.00041666666666666,0,0.00041666666666666,0.280308641975309,0.136049382716049,0.135308641975309,0.0398148148148148,0.0200617283950617,0.0109259259259259,0.0067283950617284,0.00308641975308642,0.0159259259259259,0.00740740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,290,952.6,950,951.3,27.4,14.7,20.7,0,92.3,39.8,65.5,9.2,1.3,3.3,217,249.243055555556,966.2,962.9,964.61875,27.1,14.9,21.3833333333333,0,99,41,70.3611111111111,2.38263888888889,9.9,177.277777777778,"three and max chl",1.807,31.5,5.1,3.5,29.6,2.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-19,0.00527777777777778,0.00104166666666667,0.00069444444444444,0,0.837847222222222,0.0102777777777778,0.00444444444444444,0.00625,0.0515972222222222,0.00013888888888888,0.0895138888888889,0.00326388888888889,0.00138888888888889,0.0161805555555556,0.069375,0.00229166666666667,0.00368055555555556,0.00034722222222222,0.0129166666666667,0.00138888888888889,0.00340277777777778,0.00055555555555555,0.230902777777778,0.000625,0,0.00027777777777777,0.32125,0.175,0.156583333333333,0.0406666666666667,0.0259166666666667,0.0135,0.00716666666666667,0.0025,0.0180833333333333,0.00783333333333333,18.0093958942273,0.00597022571667118,0.206331442842716,0.410311842650104,0.0103230450671357,0.0376871987463437,165.411543813177,0.006350213687508,0.158894460281041,15.533029168189,0.00673208250735365,0.107716616477771,8.41649066496164,0.00236622603210716,0.0164091073115569,14.5274755663135,0.0467619729414715,0.222979300068629,1.28281463889904,0.0318870553232235,0.313212276781075,2.15215042321276,0.112970910585229,0.302390778214824,28.305037004019,1.37956672821522,0.217975318797734,NA,NA,NA,8,342,950,946.1,948.5,28.6,14.9,22.2,0.1,83.7,28.6,53.4,13.3,2,5.1,232,241.468531468531,963.3,959.2,961.883916083916,29,15.2,22.9965034965035,0.4,92,32,60.2167832167832,1.9,10.9,171.769230769231,NA,NA,NA,NA,NA,NA,NA,NA,9.17566818124848,0.129350444820145,926.127938308155,0.0176143050963204,18.1144764329736,0.0350221997899444,3.175,0.141732283464567,53.7432378488782,12.34,0.0414427308043113
2019-06-20,0.00398550724637681,0.0013768115942029,0.00202898550724638,0,1.07304347826087,0.00847826086956522,0.00471014492753624,0.00398550724637681,0.0445652173913044,0.00014492753623188,0.0981884057971015,0.00376811594202899,0.00159420289855073,0.0178260869565217,0.0434057971014493,0.00144927536231884,0.00557971014492754,0.00014492753623188,0.0196376811594203,0.0013768115942029,0.00210144927536232,0.00144927536231884,0.691739130434782,0.00050724637681159,0,0.00014492753623188,0.281439393939394,0.161818181818182,0.135454545454545,0.034469696969697,0.0202272727272727,0.0143181818181818,0.00856060606060606,0.00113636363636364,0.0123484848484848,0.00636363636363636,18.8590510610858,0.039512134555057,0.176957864767072,0.413298207184895,0.00936128424120822,0.0326181956628694,163.769164575812,0.0602228077415977,0.124058795593449,15.1455660554485,0.0499588824940248,0.0873387662735416,8.39716253275346,0.00499574809668285,0.0118827953299764,14.2162745678798,0.0867289986751288,0.248452332806717,1.32207272584478,0.101327104537484,0.287312971296655,2.2333284276356,0.116985816597644,0.296623786565515,13.0815739390343,1.87203176542338,0.712544965311297,NA,NA,NA,88,169,953.1,949.2,951.2,22.2,14.3,17.3,12.2,95.5,63.4,81.8,4.3,1.4,3.4,225,168.222222222222,966.8,963.3,965.139583333333,21.9,14.9,18.3444444444444,0,95,65,80.6736111111111,3.03888888888889,12.2,191.291666666667,NA,NA,NA,NA,NA,NA,NA,NA,8.81417054211697,0.15240016606024,973.671912028361,0.0487514117350113,19.1880156683386,0.0771212223363995,3.275,0.193307490180982,51.1002375976438,11.64125,0.0778404779175129
2019-06-21,0.00395833333333334,0.00180555555555556,0.00208333333333333,0,0.969791666666666,0.00555555555555555,0.00618055555555556,0.00548611111111111,0.0461805555555556,0.00013888888888888,0.0908333333333333,0.00201388888888889,0.00208333333333333,0.0193055555555556,0.0172222222222222,0.00208333333333333,0.0155555555555556,0.00013888888888888,0.0118055555555556,0.00326388888888889,0.00340277777777778,0.00048611111111111,0.286944444444444,0.00041666666666666,0.00027777777777777,0.00041666666666666,0.282430555555556,0.148819444444444,0.112708333333333,0.0379861111111111,0.0190277777777778,0.0124305555555556,0.00756944444444444,0.00222222222222222,0.0123611111111111,0.00881944444444444,17.8973664502842,0.0206484425149742,0.200146348396634,0.407631279232264,0.0046594586976732,0.034022929753406,158.540879866288,0.0406972000247842,0.186868688417165,14.9001402127107,0.0409091138474428,0.14308521046026,8.35281182843546,0.00460982123151808,0.0193930332931691,14.5486438590751,0.128039848160818,0.324994760607954,1.30040880198932,0.0723144806493968,0.326052258183844,2.68364671527274,0.141737850280291,0.335526421360055,21.6624041106143,1.2167535720362,0.770789784766286,NA,NA,NA,79,187,953.8,952.5,953.1,22.5,13.6,17.9,2.6,95.6,56,80.5,3.2,1.7,3.3,48,210.13986013986,967.4,966.1,966.833566433566,23.1,15.3,19.2482517482517,1.2,100,57,79.979020979021,2.23706293706294,6.4,173.377622377622,NA,NA,NA,NA,NA,NA,NA,NA,9.28333869710766,0.242754061282219,931.437277894206,0.0528654047058844,18.61312630418,0.110233463975408,3.2375,0.11129186360853,51.7970175861241,12.135,0.0926674037715963
